Artist	Song	Id	Key
Smokey Robinson & The Miracles	The Tears Of A Clown	TRBNCKF128E0792D8D	C#_major
Metallica	No Remorse	TRBNCXK128F147CBC6	B_minor
Russ Freeman	Boys Of Summer	TRBNDJN128F423873A	C#_major
Panpipes	Two Hearts	TRMNXPJ128F92CB552	E_major
Jorn Van Deynhoven	Fastlane	TRMOAAA128F9310F20	C_minor
Curtis Stigers	I Wonder Why	TRMOAOJ128F92DF888	E_minor
Care Factor	Impatient Eyes	TRMOBYZ128EF35BCB2	A_minor
Journey	Separate Ways (Worlds Apart)	TRMOCLS128F4282B86	E_minor
Trivium	Dying In Your Arms (Album Version)	TRMODFC128F9307AB4	C_major
George Strait	Easy Come_ Easy Go	TRMOEJD128F149598F	A_major
Nick Alexander	We want To Stand United	TRMOFAI128F42816F0	D_major
Robert Miles	Children	TRMOFPS128F93173DE	F_minor
Restless Heart	Wheels	TRMOFTT128F4289992	G_major
Arthur Fiedler	Roses From The South	TRMOFWP12903CAD5F1	C_major
Jo-El Sonnier	I Can Help	TRMOGAK12903CEC6CF	C_major
Eitan Reiter	Ups & Downs	TRMOHNJ128F9306EBB	A_minor
Billy Preston	My Sweet Lord (LP Version)	TRMONTS128F427FF78	E_major
Uncle Kracker	Follow Me (Explicit LP Version)	TRMOPBS128F4227B51	A_minor
Kim English	Tomorrow (Todd Edwards Album Version)	TRMOPDY128F4296DA2	E_minor
Connie Smith	Love's Not Everything (Album Version)	TRMOPOA12903CC51F4	F#_major
Christina Aguilera	Soar	TRMOQFW128F425B764	F_minor
Sandy & Junior	Tô Ligado Em Você (You're The One That I Want)	TRMOQZP128F9313F28	A_minor
Kidz Bop Kids	If I Were A Boy	TRMOUAW128F93230C3	B_major
Sort Sol	Angelus Novus (1997 Digital Remaster)	TRMOUYM128F429494E	C_major
Soulsearcher	Can't Get Enough (Jazz N Groove Nu Disco Vocal)	TRMOVID128F422B8EB	F#_minor
SNAP!	Rhythm Is A Dancer	TRMOYJP128F931BD26	D_minor
Daniel Bedingfield	Gotta Get Thru This	TRMOYVH128F146289B	G_minor
TNT	As Far As The Eye Can See(Live in Madrid)	TRMOZTY128F422B6A9	D#_minor
Eddie Sender	Scarabeus	TRMPBFQ128F9316E63	D#_minor
Sivert Høyem & The Volunteers	Arcadians	TRMPBVC128F14A77C7	A_major
Chris Isaak	Baby Did A Bad Bad Thing (LP Version)	TRMPCYV128F148F2F5	E_minor
Boston	More Than A Feeling	TRMPEEV128F42BB91B	D_major
Joey Heatherton	Right Or Wrong	TRMPFFI128EF34DE01	F_major
Mastiksoul	Candela (Original Mix)	TRMPHHT128F933FBF8	Bb_major
Gloria Gaynor	Set Me Free (Radio Edit)	TRMPJED128F425BF6C	C_major
Alicia Bridges	I Love The Nightlife (Disco 'Round)	TRMPKRK128F14775CA	C_major
Giovanni	Ohne dich	TRMPLJB128F92F5320	C_major
Ace Cannon	Yesterday	TRMPMNB128F93307BD	F_major
Edward Bear	The Last Song	TRMPRXL128F93385C2	B_minor
Jamie Walters	Hold On (LP Version)	TRMPSDU12903CC0A6E	C_major
Hardsoul feat. Ron Carrol	Back Together Again (Copyright Re-edit)	TRMPSGV128F42B47CA	E_minor
Nikoo	Worry Of You	TRMPXUV12903CD36CD	C_major
RUN-DMC	You're Blind	TRMQAIL128F92E9A27	A_major
Nek	Para ti serìa	TRMQAKA128F148A2D5	D#_minor
Freddie Hubbard	Birdland (Album Version)	TRMQAOF128F4275EFA	C_major
The Studio Sound Ensemble	Beautiful Life	TRMQFZM12903CD48A5	G_minor
Nat King Cole	Stardust (2003 Digital Remaster)	TRMQHRC128F4275FF8	G_major
Paolo Nutini	Rewind [Live At Isle Of Wight Festival]	TRMQJPM128F42A67ED	C_major
Francis Cabrel	Les Chemins De Traverse	TRMQJVG128F42741EE	D_major
Bo Kaspers Orkester	En Helt Annan Värld	TRMQKGK128F931A0DA	C_minor
Jes	Where You Are	TRMQLUJ12903CB73E1	E_minor
Kenny Rogers & Kim Carnes	Don't Fall In Love With A Dreamer	TRMQNQU128F1457162	A_major
DNA	Run Like Hell (Live)	TRMQOSP128F930F7D2	D_major
Norell & Napoli	Mein Herz spielt verrückt	TRMQQRH12903CBCB30	F_major
Black Eyed Peas	Shut Up	TRMQSZG12903CA04D5	A_minor
Bad Company	Ready For Love	TRMQUSZ12903CF7D32	A_minor
Miami Horror	Bellevue	TRMQXLK128F92ED8DB	E_minor
Aline Barros	Noite De Paz	TRMQZKD128F425ED1E	Bb_major
The Statler Brothers	An Old Fashioned Christmas	TRMRADW128F92DEB8F	D_major
Pino Daniele	Se Domani Pioverà	TRMREJO128F423D4EB	F_major
Alex Britti	Gelido	TRMREVF128F92FAE6C	Bb_minor
Michael Bublé	Haven't Met You Yet (Album Version)	TRMRHAD12903CC0130	F_minor
Teräsbetoni	Metallisydän radio edit	TRMRITQ128F4242C63	A_minor
Manian	Turn the Tide 2k8	TRMRJBA128F9317A8C	C#_minor
Sam & Dave	Hold On I'm Coming	TRMRMSQ128F428C455	G#_minor
Morcheeba	Frogmarched To Freedom	TRMRPYT12903CCE8FB	G_major
Jeff Healey	Come Together	TRMRQXB12903CE2A76	D_major
Melanie Thornton	Heartbeat	TRMRRKJ128F425064A	C_major
Raul Malo	Crying for You	TRMRRTM128F9311496	F#_minor
STRATOVARIUS	Hunting high and low	TRMRVVG128F4291138	E_major
Johnny Carver	Tie A Yellow Ribbon Round The Old Oak Tree	TRMRZPR128F932026C	C_major
le Shuuk	Kick the Caty Sack	TRMSHEN12903CD04E4	A_major
Norman Greenbaum	Spirit In The Sky	TRMSHWV128F92D2D67	A_major
DJ Bobo	The Sun Will Shine On You	TRMSIHD128F4224A30	C_major
Teddy Pendergrass	All I Need Is You	TRMSODV128F92D0F16	Bb_minor
Los Caminantes	Paloma Déjame Ir	TRMSQTE128F933350D	G_major
The Grass Roots	Temptation Eyes	TRMTACE12903CA6A58	Bb_minor
Aqua	Barbie Girl	TRMTATV12903CA4A32	E_major
Luigi Lusini	Rock the Floor	TRMTCIQ12903C9CD2F	D_minor
Carpenters	We've Only Just Begun	TRMTCWV128E0793B2D	E_major
Kamil Polner	Earth Protector	TRMTDBT128F93033DE	Ab_major
Carpathian Forest	VI Apner Porten Til Helvete	TRMTEFZ128F426962A	E_major
Norther	Omen	TRMTJHS128F934B4DF	E_minor
Carl Doy	Bring Him Home	TRMTJLH128F9314085	E_major
Iain Archer	When It Kicks In (Acoustic)	TRMTKEN128F14ADA19	E_minor
Gwen Stefani	What You Waiting For?	TRMTLEF128E0786194	D_minor
Space Cat	Deep Rising	TRMTMBA12903CE57FA	C_minor
Oscar G	Back To You (Armand Pena's Miami Mob Mix)	TRMTNWE128F933CFD6	D_major
Phil Collins	Do You Remember?	TRMTOHX128F147FC83	F_major
Solomon Burke	I Got The Blues	TRMTRWB128F42A0436	G_major
Gwen McCrae	Rockin' Chair	TRMTURX128E0784222	C_major
4u	The Rhythm Of Emotion	TRMTWSS12903CE7D63	A_minor
Eileen Farrell;Martha Lipton;William Warfield;The Mormon Tabernacle Choir;Eugene Ormandy	Messiah_ HWV 56 (Highlights)/No. 21. Chorus: His yoke is easy_ his burthen is light (Chorus)	TRMUDAR128F426CD20	Bb_major
Frank Sinatra	Strangers In The Night (Remastered Album Version) [The Frank Sinatra Collection]	TRMUDCR12903CA7ADF	A_minor
Lazard feat. Muzzy G.	I wanna grow old with You	TRMUDDG12903CC711D	C_minor
Pink Floyd	The Scarecrow (Stereo) (2007 Digital Remaster)	TRMUEHA128F422CEF6	B_minor
Lustral	I Don't Know Who I Am (Martin H Remix)	TRMUGYY128F4246F12	Ab_major
Naturi Naughton	Fame 09	TRMUJEK128F9345165	B_major
Marcus Sommer	Der Mann im Mond (Radio Edit)	TRMUJGE128F426CC7A	E_major
Restless Heart	I'll Still Be Loving You	TRMUMHJ12903CAA6D3	C_minor
883	Una Canzone D'amore	TRMUOEC128E078A83B	F_major
Nathalie Tineo	Die Zeit des Glücks	TRMUQPE128F42AF260	F_major
Scott Joplin	Felicity Rag	TRMUWEY128F9333D4A	G_major
John Tesh	Breathe	TRMUWGV12903CFB8B2	E_minor
Willy Mason	We Can Be Strong (Single Version)	TRMVACX128F425FF46	E_major
Blaze feat. Barbara Tucker	Most Precious Love	TRMVANR128F42827D3	Bb_major
Spade Cooley	Please Give Me One More Chance	TRMVBHA128F4223E13	A_major
Smokey Robinson & The Miracles	The Tracks Of My Tears	TRMVDAJ128F14639B5	G_major
Neil Sedaka	Happy Birthday_ Sweet Sixteen	TRMVFGQ128F429ECBA	Ab_major
Marina Rei	Mo-Monotonia	TRMVFPS128F4253806	E_minor
Robert Palmer	Addicted To Love	TRMVKSL128F14640E0	G_major
The Mormon Tabernacle Choir	"Hallelujah Chorus From ""Messiah"	TRMVPFY12903CB4690	D_major
Cappella	U Got 2 Let The Music	TRMVQNV128F4284740	A_minor
G-Dub	God Bless	TRMVREJ128F42763D2	E_minor
Jessica Andersson	You Don't Have To Say You Love Me	TRMVROV128F9339A5C	A_major
Anastacia	One Day In Your Life	TRMVSKB128F426F411	G_minor
Kate Bush	The Man With The Child In His Eyes	TRMVXUR128E0782492	C_major
Ray Conniff & His Orchestra	(When Your Heart's On Fire) Smoke Gets In Your Eyes	TRMVZSV128F42748F7	Eb_major
The Magnetic Fields	I Thought You Were My Boyfriend	TRMWCEE128F426D0AE	A_major
Frederik	Tsingis Khan - Dschingis Khan -	TRMWDUW128F934547E	A_minor
Baggi Begovic	Break Of Dawn	TRMWDXD128F42554E8	C_minor
Doug Kershaw	Take Me Back To Mama	TRMWJIU12903CDB401	D_major
Crosby_ Stills_ Nash and Young	Helpless	TRMWLST128F92FD8B3	D_major
Thelma Houston	Don't Leave Me This Way	TRMWMQX12903CC07B9	Bb_major
The Killers	Smile Like You Mean It	TRMWNOO128F9309A56	D#_minor
[ingenting]	Re:Re:Re	TRMWPUY12903CFB6D4	A_major
Annie Lennox	Why	TRMWQWJ128F425A43C	G_major
PFR	Great Lengths (Great Lengths Album Version)	TRMWVSA128F1493809	A_major
Santana	Evil Ways	TRMWXCU128F932F633	D_minor
Boston	More Than A Feeling	TRMWYUT128F426A835	D_major
The Troggs	Wild Thing	TRMWZVX12903CE4EE3	E_minor
Diecast	The Coldest Rain	TRMXAVE12903CF4050	G_major
U2	Magnificent	TRMXCHV128F92F965C	E_major
Wood In Di Fire	Ska's The Limit	TRMXHUY12903CAD4DF	F_major
Ace of Base	Happy Nation (Remix)	TRMXIKH128F92CA4F9	E_major
Basshunter	DotA (Radio Edit)	TRMXLJV128F4277D14	A_minor
The Roches	Move Roche	TRMXRQH128F148B52E	E_major
Brenda Lee	The End Of The World	TRMXUAY128F4252EC2	A_major
The Pretty Things	It's Been So Long	TRMXUTW128F42634F1	D_minor
Stephanie Mills	Never Knew Love Like This Before	TRMXWXT128F426BF49	E_major
Alan Jackson duet with George Strait	Designated Drinker	TRMXWYE128F428A38F	D_major
Carl Doy	Gymnopedie #2	TRMXYTQ128F9314184	G_minor
Bananarama	Cruel Summer (Digital mix)	TRMXZFA128F148542A	E_major
José Luis Rodríguez	Dímelo	TRMXZMT128F930FDBC	E_major
Billy J. Kramer	Dizzy	TRMYEAA12903CACA53	D_minor
Robert Miles	ONE AND ONE	TRMYEOU128F423847C	G_minor
Aram Quartet	Under Pressure	TRMYFXB128F92DB31F	D_major
Casting Crowns	Somewhere In The Middle (High without background vocals)	TRMYJKH12903CCD937	A_major
Babyface;Mariah Carey;Kenny G;Shelia E.	Every Time I Close My Eyes	TRMYNQG128F42654BC	F_major
Charly García	Siempre Puedes Olvidar	TRMYQLW128F933A70D	C_major
Jewel	You Were Meant For Me (LP Version)	TRMYQZR128F4254E39	B_major
Britney Spears	Sometimes	TRMYTTC128F4298066	F_major
Over The Rhine	Falling (Death Of A Tree)	TRMYXJB128F92F9389	F#_minor
THE 69  EYES	FRAMED IN BLOOD	TRMYYOY128F42565BF	E_major
Yves Deruyter	Back to Earth	TRMYZHP12903CA945C	D#_minor
Mindy McCready	By Her Side	TRMYZZH12903CE4730	G_major
Céline Dion	Quand on n'a que l'amour	TRMZAVW128F92EEFDF	D_minor
Jaime Urrutia	Que barbaridad!	TRMZCUK128F9308E4B	G_major
James Blunt	I Can't Hear The Music (Album Version)	TRMZDOU128F4234C8C	G_major
Scooter	Trance-Atlantic	TRMZEXQ128F1499707	Db_major
Urban Cookie Collective	The Key_ The Secret	TRMZGYG128F4271EC7	Bb_major
Sioen	Too Good To Be True	TRMZJOK12903CF9A0C	A_minor
Vladimir Horowitz	Étude Op. 10 N 4 In C Sharp Minor	TRMZKCW12903C9F061	E_major
TNT	Fara Tine Nu Exist / I'm Nothing Without You	TRMZOOP128F427DA25	C#_minor
Garbage	I Think I'm Paranoid (Re-mastered 07)	TRMZPIA128F429B768	D_minor
Charly García	Me Siento Mucho Mejor (I Feel Much Better)	TRMZPPD128F933A709	E_major
Sebastian Deyle	Melody Of Life	TRMZRMS128F4235421	G_major
Samuele Bersani	Freak	TRMZVIS128F42922BB	G_major
Coldplay	The Scientist	TRMZXEW128F9341FD5	A_minor
Sally Shapiro	Anorak Christmas (Alexander Robotnick Remix)	TRMZXXZ128F4282122	A_minor
Lucas Prata	Sleigh Ride	TRMZYJQ128F1494408	D_major
George Jones	She Thinks I Still Care	TRMZYTK128F9308CCE	E_major
Justice Vs Simian	We Are Your Friends (Original Mix)	TRNADBA128F931DD68	C_major
DJ Connections	I Remember Beat Techno	TRNAEKI12903CAAD90	G_minor
Green Day	Welcome To Paradise (Album Version)	TRNAEMB128F426F3ED	D#_minor
Suzi Quatro	Stumblin' In	TRNAGNH128F145DCA2	G_major
The Vogues	Turn Around_ Look At Me	TRNAGPR12903CDF6F6	F_major
The Synthesizer	The Eve Of The War	TRNAIOM128F9306442	A_minor
Harold Melvin & the Blue Notes Tribute Band	Don't Leave Me This Way	TRNAKQC12903CED6F1	Bb_major
Tesla	We Can Work It Out	TRNALDW128F148B3B5	F#_minor
John Lennon	Nobody Told Me (Anthology Version)	TRNAOAS128F1455361	F#_minor
Holger Flinsch	Hummelflug	TRNAQUP128F92F840C	G_major
Floyd Cramer	I Swear	TRNARYG128F92D7C32	D_major
Paul Van Dyk And Guiseppe Ottaviani	Far Away (Xtigma Remix Radio Cut)	TRNASBY128F92D67C9	Eb_major
Ion	5ive	TRNASFE128F92E8526	E_minor
Ann Nesby	So Much Joy (Praise Party Beats)	TRNATTF128F4282817	F#_minor
Cesaria Evora	Nho Anton Escaderode	TRNATVT128F92DBEFE	D_minor
Pam Tillis	Shake the Sugar Tree	TRNAUQE12903CE4F7D	E_major
Frankie Lymon And The Teenagers	Jailhouse Rock	TRNAZHF12903CEB628	E_major
Helen Reddy	You're My World	TRNBCNJ128F1457EDC	C_major
Jesus Christ Superstar: Highlights - 20th Anniversary London Cast	Last Supper	TRNBEHI128F4281A6A	G_major
Barry Wordsworth_ London Symphony Orchestra (LSO)_ Camille Saint-Saëns	Carnival of the Animals: VII. Aquarium	TRNBFGK128F4215CFD	E_minor
Bill Withers	Ain't No Sunshine	TRNBGVB128F426AC12	A_minor
Mahavishnu Orchestra	Resolution	TRNBGZD128F427BDC8	Bb_minor
Alex Celler	Jenga	TRNBNFQ128F92D2B0D	E_minor
Flamin' Groovies	Don't Put Me On (Album Version)	TRNBNVR128F934426A	D_minor
Sarah Cracknell	Ready Or Not	TRNBQJD128F42844A3	E_major
Arthur Fiedler	Little Fugue in G Minor_ BWV 578	TRNBTRW128F428EB1B	G_minor
Michael Bublé	Fever (Album Version)	TRNBTVO128F426F4B7	C_minor
Pink Floyd	Comfortably Numb (Live)	TRNBXOF128F42316F9	B_minor
Conjunto Dominicano	La Bilirrubina	TRNBXRS128F4222D21	Db_major
Aerospace	Stereo Flip	TRNBZRT128F931E218	F_minor
Caracola	Överallt (Souled Club Remix)	TRNCCCR128F422E351	F_major
François Feldman	Joy	TRNCDAR128F42B7BE0	A_major
Nocturnal Rites	The Sinners Cross	TRNCEUZ12903CF128D	D#_minor
The Corrs	What Can I Do?	TRNCFAV128F92DD505	C#_minor
Bob Rivers	Goin' Up To Bethlehem	TRNCFIR12903CC466D	D_major
James Blunt	Goodbye My Lover (Radio Edit)	TRNCFVK128F1453FA6	E_major
John Fogerty	Who'll Stop The Rain	TRNCGYA128F4287B72	G_major
Elis Regina	Madalena	TRNCJWV128F9312BB2	D_major
José Galisteo	What Is Love	TRNCKAF128F427FA5D	D_minor
Christina Lindberg	Stand By Your Man	TRNCMVX128F428C867	G_major
Marisela	Loca	TRNCMXL128F930EBF1	D_minor
Pigface	Closer To Heaven (Extended To Heaven Edit)	TRNCNAU128F421ECAA	B_minor
Joe Simon	Wichita Lineman - Original	TRNCQBD128F9344C7B	Bb_major
Mariah Carey	There's Got To Be A Way	TRNCTWG128F42635AB	D_major
Billy Joel	Big Shot	TRNCWCE128F4265233	D_minor
Maria-João Pires	Schumann : Kinderszenen Op.15 : VI Wichtige Begebenheit	TRNCWCU128F428D5FF	A_major
Crazy Frog	U Can't Touch This (Video Mix)	TRNCYYW128F428B8DA	C_major
Unwrapped	Tupac Tribute Medley	TRNCZPQ12903CAF716	F_minor
John Barry Orchestra	"James Bond Theme (From ""Dr. No."") (2003 Digital Remaster)"	TRNCZVX128F92F9018	E_minor
Dino	Il Mio Momdo	TRNDAMG128F428298E	G_minor
Degrees	I Was The Boy To Guide You	TRNDANL128F930CD85	B_minor
Perry O'Neil	South-West Saga	TRNDBHN128F92E6312	G_major
Michael Learns To Rock	Sleeping Child	TRNDCZJ128F1495603	D_major
DJ Shoko	Was'n das?	TRNDESM128EF3561D5	A_minor
Zazie	La Pluie Et Le Beau Temps	TRNDHCD128F92ECB74	G_major
Brasilian Tropical Orchestra	Corcovado	TRNDIHK128F933927A	A_minor
Klee	Liebe Mich Leben (Mike Litt Remix)	TRNDIIS128EF33EEA5	A_minor
Herb Eimerman	I Don't Want To Know	TRNDUCV128F426751C	F#_minor
Tommy Roe	Hanky Panky	TRNDVWZ128F92FC12C	E_minor
The Sagittarian	INSANE  (Christian Luke Remix)	TRNDWOV128F42884DB	E_minor
Lorena	Bohemian Rhapsody	TRNECFF128F92F02A0	Bb_major
Dirty South Feat. Rudy	Let It Go [Chocolate Puma Dub]	TRNEDHP128F92CCCDF	E_major
Britney Spears	When Your Eyes Say It	TRNEGIP128F4296261	D_minor
Terence Trent D'Arby	Wishing Well	TRNEKEO12903CD0BA7	Bb_major
The Battle of Land and Sea	Lady	TRNEKGR128F930D1A6	E_minor
Blowing Free	How Deep Is Your Love	TRNEKLF128F42558D2	Eb_major
Sister Sledge	We Are Family	TRNELJQ128F149EC94	A_minor
David Archuleta	Touch My Hand	TRNEMWB128F93166AA	E_major
Otaku	Nippon Express	TRNEOPQ128F1496DCE	C_minor
Breaking Point	All Messed Up	TRNEVHE128F92F273E	C#_major
Lauren Wood	Fallen (LP Version)	TRNEVKK128F423C21E	G_minor
The Romantics	Talking In Your Sleep	TRNEVTH128F426C310	D_minor
Colin James	Just Came Back	TRNEXBU128F425D2ED	G_major
Brian May	Back To The Light	TRNFFYY128F1457FA8	C_major
Michael Allen Harrison	 Matter of Time	TRNFHUB128F424DD50	C_major
John Fogerty	Rock And Roll Girls	TRNFIAC128F42A038C	E_minor
Hawaii Samurai	Buffy the Vampire Slayer	TRNFLFG128F9365A31	E_minor
Oxia	Whole Life	TRNFLYI128F9340286	Bb_minor
Fiordaliso	Saprai	TRNFMTN128E0783DF5	E_major
Peaches & Herb	Bluer Than Blue	TRNFOYC128F146101B	F_major
M	Pop Muzik	TRNFPVO12903CB2AFF	Ab_major
Edurne	Lo Siento	TRNFQIF12903CCF45A	F_major
James Galway	If You Leave Me Now	TRNFSBY128F428F07B	B_major
Keith Caputo	Why (Album Version)	TRNFXCW128F42765FE	C_major
Kool & The Gang	Get Down On It	TRNFXWT128F14774A9	E_minor
Andres Calamaro	Son Las Nueve	TRNFYKN128F423A818	B_minor
Rick Treviño	Salte De Espalda	TRNGAJD128F92DE901	E_major
DJ  Reset	Speaker Bunny	TRNGAWE128F933DD70	A_minor
Mariano Yanani	Fool To Cry	TRNGBSC128F424508F	F_major
883	La Regola Dell'amico	TRNGBZH128E078A921	G_major
Mary Wells	The Boy From Ipanema (Album Version)	TRNGIOQ128E0791411	G_major
The London Theatre Orchestra	Marcha Real (Spain)	TRNGKUG128F92D0738	C_major
Wet Wet Wet	Someone Like You	TRNGKZP128F14636C6	D_minor
Glenn Hughes	Ave Maria	TRNGLBP128F933BEC9	Ab_major
Javine	You've Got A Friend (Single Version)	TRNGNMB128F9335606	C_minor
Sam & Dave	Hold On I'm Coming	TRNGQXN12903CE6D94	G#_minor
Hacienda	Saudades	TRNGVQN128EF33DBA7	A_minor
Bellatrax_ Sophia May	I Can't Help Myself	TRNGXNW12903D10FE6	D#_minor
Roland Klinkenberg	Jacked Edge	TRNGXPL12903CB096D	B_major
Antonio Vivaldi	L'hiver : Largo	TRNGXXO12903C9C3D7	Eb_major
The Glenn Miller Orchestra	A String Of Pearls	TRNGZNW128F423BFCC	G_major
Irene Cara	Flashdance...What A Feeling	TRNHARF128F92FCA35	F_minor
Bryan Adams with Tina Turner	It's Only Love	TRNHARJ128F92E46E5	F_major
The Chills	Singing In My Sleep	TRNHEYQ128F4227639	D_major
Leonard Cohen	Dance Me To The End Of Love	TRNHGBY128F4279B99	E_minor
Alphaville	Ariana	TRNHIAZ128E0786F68	Bb_minor
Los Angeles Philharmonic / Christoph Eschenbach	4. Allegro con fuoco	TRNHIGX12903D086CA	B_minor
Jessica Simpson	Part Of Your World	TRNHJRU12903CE5FC4	Bb_major
Gianni Morandi	Una Vita Normale	TRNHJVK128F92F539E	D_major
Estopa	Tu Calorro	TRNHMBZ128F4285604	G_major
Dancelordz	Together (DJ Bounce Remix)	TRNHMHQ128F428C49E	G_major
The Notorious Cherry Bombs	Forever Someday	TRNHMSX128F9311EAF	G_minor
Bread	Baby I'm-A Want You (LP Version)	TRNHOTA128E078B309	Ab_major
A*Teens	I Promised Myself	TRNHSTF128F934B178	E_major
Christian George	Strangers	TRNHSVT12903CC1458	C_minor
Duran Duran	Girls On Film (BBC Radio 1 Peter Powell Session (Recorded 19th June 1981_ Transmitted 11th August 1981))	TRNHTEW12903D05CF9	C_major
Sonique	Better Than That	TRNHUJA128F92EE77F	C_minor
Los Del Rio	Macarena	TRNHVGJ128F42AE471	Ab_major
Baracuda	I Leave The World Today - Special D. Remix	TRNHWDB128E0786B63	C_minor
Cardio All-Stars	I Know You Want Me (as made famous by Pitbull)	TRNHYWU128F92FD714	A_minor
Smokie	Needles And Pins	TRNIAHD128F42A95E7	E_major
Coldplay	Yellow	TRNIAQL12903CB2D37	B_major
Majai	Phoria	TRNIBLX128F4252F90	G_major
John Mellencamp	Jack & Diane	TRNICFB128F14773EB	A_major
The Equals	Viva Bobby Joe	TRNIDOH128F92F1796	A_major
Tunsi	Intro	TRNIEGY128F4265949	C_major
Sonique	Sky	TRNIEVN128F148D021	E_major
Rayvon	No Guns No Murder	TRNIHCJ128F4254B93	E_major
Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N	Requiem Mass_ K. 626_ 1791: Requiem. Kyrie (Adagio) (Mozart)	TRNIIHD128EF36739C	D_minor
Pink Floyd	Hey You	TRNIKJY128F9308A0C	E_minor
Henry Mancini_ His Orchestra And Chorus	"The Summer Knows - (theme from the Warner Bros. film_ ""Summer Of '42"	TRNINPB128F429572E	F_minor
Al Stewart	Accident On Third Street	TRNIPZH128F92F9640	B_minor
West End Orchestra & Singers	Prologue(Little Shop Of Horrors)	TRNISHR12903CA92B1	G_major
Kim English	Nothing's Impossible (ATFC Dub)	TRNIUMY128F93084A8	D_major
Paul Mauriat And His Orchestra	My Way (Comme D'Habitude)	TRNIXQL128F1463B9E	A_major
Mad Season	River Of Deceit	TRNJAMX128F427078A	D_minor
Jim Brickman;Donny Osmond	Love Of My Life	TRNJCDK128F428AE37	E_minor
JET	Look What You've Done (Album Version)	TRNJELH128F429525D	C_major
Londonbeat	You Bring On The Sun	TRNJFAN128F42910B7	F_major
The Radio Dept.	Messy enough	TRNJIQC12903CB647B	E_major
A-Ha	Take On Me (Album Version)	TRNJKKS128F14744B0	F#_minor
Frankie HI-NRG MC	I Trafficati Vs Der Kommissar	TRNJLQB128F42AD03A	C_major
Empire State Human	Love Is a Stranger (album cut)	TRNJQPE128F9304848	C_major
Alain Bashung	Week-End Doux	TRNJRZI128F931EC9F	C_major
Ottawan	Hands Up (Give Me Your Heart)	TRNJUBR128F92F7A7D	F_minor
Kid Crème	Doing my own Thing // Remixes	TRNJYBN128F422A336	C#_minor
De Mens	Ergens Onderweg	TRNJZXU128F422695C	G_major
Beatles Tribute	And I Love Her	TRNKBYV128F4248A2F	F#_minor
Argent	Hold Your Head Up	TRNKECG128F92DF5F8	G_major
Tony Joe White	One Hot July (String Ensemble)	TRNKFMN128F1491180	E_minor
Helmut Krauss	Dialog aus dem Film	TRNKFRI128F42BC551	C_minor
Rocky Orchestra	Gonna Fly Now	TRNKIGB128F42A120D	C_major
Daryl Hall & John Oates	Kiss On My List	TRNKJPR128F4285066	G_minor
Baracuda	I Leave The World Today - Special D. Remix Edit	TRNKLFP128E0786B61	G_minor
The Treacherous Three / Kool Moe Dee	Turn It Up	TRNKLTF12903CAC374	G_minor
Bloom 06	Blue (Da Ba Dee)	TRNKODD12903CB74A2	Bb_major
Joris Delacroix	Feelings	TRNKQKE128F92E9C77	D_minor
Streetwize	My Name Is	TRNKTZZ128F930A585	F_minor
Sam & Dave	Hold On_ I'm Coming  (LP/Single Version)	TRNKWRK128E07856E3	G#_minor
Nick Straker	A Walk In The Park	TRNKWWC128F932FA78	F_major
Royal Philharmonic Orchestra	"Up Where We Belong (from ""An Officer And A Gentleman"")"	TRNKXTE128F933D965	Eb_major
Sarah McLachlan	Sweet Surrender	TRNLAYI128F42AE1C1	F#_minor
Tomas Andersson	The Other Day	TRNLBPK128F423AF1F	G_minor
Plump DJs	Torque of The Devil	TRNLFPS128F427027E	F_minor
Hardrive feat. L.G.	Sindae (Masters At Work Dub)	TRNLFSA128F4263651	D_major
John Legend	P.D.A. (We Just Don't Care)	TRNLFYZ128F42B3224	G#_minor
Scott Joplin	Fig Leaf Rag	TRNLKET12903CAC7CD	G_minor
Boggle Karaoke	(Everything I Do) I Do It For You (In The Style Of 'Bryan Adams')	TRNLKPY12903CBAAF8	Db_major
Carrie Underwood	Cowboy Casanova	TRNLQMC128F9313F49	D_minor
Jason Donovan	Any Dream Will Do	TRNLRDO128F1481FDF	G_major
Delays	Love Made Visible	TRNLSJS128F4238559	G#_minor
Avril Lavigne	Anything But Ordinary	TRNLVZB128F42A4ADB	G_major
Eugenio Finardi	Extraterrestre	TRNLWEN128E078C89F	C_major
Cinderella	Gypsy Road	TRNLYPH128F14989B0	D_major
Fear Factory	Edgecrusher - Album Version	TRNLZYM128F4294EFD	Bb_major
Bee Gees	The British Opera [Mono Album Version]	TRNMALC128F9324454	D_minor
